Competencia;Clase
Planificar y organizar funciones especiales, actividades deportivas, de juego y de entretenimiento, así como la gama y combinación de productos, niveles de existencias y normas de servicio;Específicas
Planificar y organizar la gama y combinación de servicios o actividades prestados;Específicas
Planificar y organizar las negociaciones y los procedimientos para determinar las estructuras y el nivel salarial y para consultar a los trabajadores sobre las condiciones de empleo;Específicas
Planificar y organizar los procedimientos de contratación, formación, promoción, traslado y despido del personal;Específicas
Planificar y organizar programas especiales de ventas y marketing basados en registros de ventas y evaluaciones de mercado;Interpersonales
Planificar y supervisar las actividades de bar, restaurante, funciones y conferencias;Específicas
Planificar, desarrollar y organizar políticas y campañas publicitarias para apoyar los objetivos de ventas;Instrumentales
Planificar, dirigir y coordinar el funcionamiento general de una empresa u organización;Instrumentales
Planificar, dirigir y coordinar la prestación de servicios;Sistémicas
Planificar, dirigir y coordinar las actividades de investigación y desarrollo, internas o encargadas a organizaciones de investigación externas, para desarrollar procesos técnicos, productos, conocimientos o utilización de materiales nuevos o mejorados;Sistémicas
Planificar, dirigir y coordinar las actividades de publicidad y relaciones públicas de una empresa u organización;Instrumentales
Planificar, dirigir y coordinar las actividades, políticas y prácticas de personal y relaciones laborales de una empresa u organización;Específicas
Planificar, dirigir y coordinar las operaciones financieras de una empresa u organización;Instrumentales
Planificar, organizar y controlar las distintas fases y la programación de la producción de presentaciones, películas, programas de televisión y programas de radio;Sistémicas
Planos, mapas, gráficos, muestras y modelos para comunicar conceptos de diseño y otra información;Instrumentales
Poner en contacto a los demandantes de empleo con las vacantes;Interpersonales
Poner en contacto a solicitantes de empleo con puestos vacantes;Instrumentales
Posicionar el equipo de diagnóstico por imagen o de tratamiento, supervisar las pantallas de vídeo y ajustar la configuración y los controles de acuerdo con las especificaciones técnicas;Sistémicas
Preparación de facturas y comprobación de cifras;Interpersonales
Preparación de informes y correspondencia de carácter rutinario;Instrumentales
Preparación de itinerarios;Sistémicas
Preparación de licitaciones y ofertas de contratos;Específicas
Preparación de medicamentos y otros compuestos farmacéuticos bajo la dirección de farmacéuticos;Interpersonales
Preparación o organización de la preparación de informes, presupuestos y previsiones;Instrumentales
Preparación y control de material para impresión;Instrumentales
Preparar actas literales de los procedimientos en asambleas legislativas, tribunales de justicia u otros lugares, utilizando taquigrafía o equipos ofimáticos especializados.  supervisar el trabajo de los empleados de apoyo administrativo;Específicas
Preparar artículos e informes científicos;Instrumentales
Preparar bocetos, diagramas, ilustraciones, animaciones;Instrumentales
Preparar declaraciones fiscales, asesorar sobre problemas fiscales e impugnar reclamaciones controvertidas ante los funcionarios de hacienda;Sistémicas
Preparar documentación de proyectos, incluidos bocetos y dibujos a escala, e integrar elementos estructurales, mecánicos y estéticos en los diseños finales;Específicas
Preparar documentos e informes académicos;Instrumentales
Preparar documentos e informes científicos. puede incluir la supervisión de otros trabajadores;Específicas
Preparar documentos financieros y calcular intereses o cargos de corretaje y derechos de timbre pagaderos;Instrumentales
Preparar documentos jurídicos, incluidos escritos de juicios, alegaciones, apelaciones, testamentos y contratos, y preparar documentos que resuman posiciones jurídicas o establezcan condiciones de préstamos o seguros;Específicas
Preparar documentos relativos a la transferencia de bienes inmuebles, acciones u otros asuntos que requieran un registro formal;Instrumentales
Preparar e informar mapas meteorológicos a corto o largo plazo, previsiones y avisos relativos a fenómenos atmosféricos como ciclones, tormentas y otros peligros para la vida y la propiedad, y difundir información sobre las condiciones atmosféricas a través de diversos medios de comunicación, como la radio, la televisión, la prensa escrita e internet;Instrumentales
Preparar estados financieros e informes para períodos específicos;Interpersonales
Preparar estados financieros y procedimientos de facturación;Específicas
Preparar estimaciones de costes, registros e informes;Sistémicas
Preparar estimaciones de los costes de producción e informes de progreso de la producción para la dirección;Interpersonales
Preparar estimaciones detalladas de cantidades y costes de materiales y mano de obra necesarios para las operaciones estadísticas de censos y encuestas;Específicas
Preparar estimaciones detalladas de cantidades y costos de materiales y mano de obra requerida para la fabricación e instalación de equipos de telecomunicaciones, de acuerdo con las especificaciones dadas;Instrumentales
Preparar facturas y recibir pago;Instrumentales
Preparar informes analíticos relativos a segmentos de la economía y a la economía en su conjunto;Instrumentales
Preparar informes de valor, en los que se expongan los factores de estimación y los métodos utilizados;Específicas
Preparar itinerarios y hacer reservas de viajes y hoteles para clientes;Específicas
Preparar la documentación del proyecto, incluidos bocetos y dibujos a escala, e integrar elementos estructurales, mecánicos y estéticos en los diseños finales;Específicas
Preparar licitaciones y ofertas de contratos;Instrumentales
Preparar o disponer la preparación de informes, presupuestos y previsiones;Instrumentales
Preparar o informar sobre previsiones de beneficios y presupuestos;Instrumentales
Preparar o supervisar la preparación y el etiquetado de medicamentos líquidos, pomadas, polvos, comprimidos y otros medicamentos para rellenar las recetas;Sistémicas
Preparar pagos de empleados y pagos de beneficios por cheque o transferencia electrónica;Instrumentales
Preparar planes de acción para la inversión basados en análisis financieros;Sistémicas
Preparar presupuestos y supervisar las operaciones financieras;Sistémicas
Preparar resultados estadísticos, matemáticos , actuariales, contables y de otro tipo para su presentación en forma de gráficos o tablas;Específicas
Preparar resultados estadísticos, matemáticos, actuariales, contables y de otro tipo para su presentación en forma gráfica o tabular;Específicas
Preparar trabajos e informes académicos;Específicas
Preparar y aplicar planes para mantener los niveles de existencias requeridos con un coste mínimo;Interpersonales
Preparar y certificar estados financieros para su presentación a la dirección, a los accionistas y a los órganos estatutarios o de otro tipo;Específicas
Preparar y desarrollar material y ayudas de formación instructiva como manuales, ayudas visuales, tutoriales en línea, modelos de demostración y documentación de referencia de apoyo a la formación;Instrumentales
Preparar y mantener los registros y la contabilidad de una guardería;Sistémicas
Preparar y mantener procedimientos y documentación para el inventario de redes, y registrar el diagnóstico y la resolución de fallos de red, mejoras y modificaciones de las redes e instrucciones de mantenimiento;Interpersonales
Preparar y organizar los estados financieros de una organización;Básicas
Preparar y procesar documentos y papeles legales como escrituras, testamentos, declaraciones juradas y escritos;Específicas
Preparar y procesar documentos y papeles legales, como escrituras, testamentos, declaraciones juradas y escritos;Específicas
Preparar y recomendar propuestas para revisar métodos y procedimientos, alterar los flujos de trabajo, redefinir las funciones de los puestos y resolver problemas organizativos;Instrumentales
Preparar y verificar las declaraciones de ingresos de los empleados, indicando los salarios brutos y netos y las deducciones tales como impuestos, cuotas sindicales, embargos y planes de seguros y pensiones;Específicas
Preparar, revisar e interpretar dibujos y diagramas técnicos;Instrumentales
Presentar informes orales y escritos sobre tendencias económicas generales, empresas individuales e industrias enteras;Específicas
Presentar las solicitudes de crédito y préstamo a la dirección con recomendaciones de aprobación o rechazo;Instrumentales
Presentar solicitudes de crédito y préstamos a la dirección con recomendaciones para su aprobación o rechazo;Instrumentales
Presidir juicios y audiencias;Específicas
Presidir o participar en las deliberaciones de órganos legislativos, consejos de administración y comités;Interpersonales
Presidir procedimientos judiciales en un tribunal de justicia;Específicas
Presidir procedimientos judiciales y dictar sentencias en los tribunales de justicia. puede incluir la supervisión de otros trabajadores;Específicas
Prestación de apoyo técnico y de ingeniería para proyectos de reparación medioambiental y litigios, incluido el diseño de sistemas de reparación y la determinación de la aplicabilidad de la normativa;Básicas
Prestación de asistencia práctica, orientación y apoyo moral a personas y comunidades;Específicas
Prestación de asistencia técnica relacionada con la investigación y el desarrollo de equipos de telecomunicaciones o prototipos de prueba;Instrumentales
Prestación de servicios de enfermería y cuidados personales y de apoyo a matronas;Interpersonales
Prestar asesoramiento jurídico a los clientes sobre una amplia variedad de temas y emprender negocios jurídicos en nombre de los clientes;Específicas
Prestar asesoramiento jurídico a los clientes, emprender negocios jurídicos en nombre de los clientes y dirigir litigios cuando sea necesario;Interpersonales
Prestar asistencia a los usuarios de sistemas de información y comunicaciones;Interpersonales
Prestar asistencia técnica relacionada con la investigación y el desarrollo de sistemas informáticos y equipos de telecomunicaciones, o probar prototipos;Instrumentales
Prestar diversos servicios empresariales, jurídicos y sociales;Interpersonales
Prestar servicios técnicos y prácticos y funciones de apoyo en procesos e investigaciones jurídicas, programas de asistencia social y comunitaria y actividades religiosas y culturales;Específicas
Probar y analizar medicamentos para determinar su identidad, pureza y potencia en relación con normas especificadas;Sistémicas
Probar, poner en servicio y evaluar los equipos utilizados en aplicaciones tales como la obtención de imágenes, el tratamiento médico y la dosimetría;Sistémicas
Procesar inscripciones, cancelaciones, transacciones de siniestros, cambios de póliza y pagos de seguros;Específicas
Producción de artesanías;Sistémicas
Producir y procesar productos alimenticios y diversos artículos hechos de madera, textiles, cuero y materiales relacionados. puede incluirse la supervisión de otros trabajadores. los artesanos y oficios afines por cuenta propia, que operan sus propios negocios de forma independiente o con la ayuda de un pequeño número de personas, también pueden realizar una variedad de tareas relacionadas con la administración del negocio, el mantenimiento de cuentas y registros y el servicio al cliente, aunque tales normalmente las tareas no comprenderían el componente principal del trabajo. más información sobre este texto de origenpara obtener más información sobre la traducción, se necesita el texto de origen enviar comentarios paneles laterale;Específicas
Programar y confirmar citas médicas y comunicar mensajes al personal médico y a los pacientes;Instrumentales
Programar y confirmar reuniones y citas y comunicar mensajes para clientes;Interpersonales
Promocionar conferencias, convenciones y ferias comerciales entre clientes potenciales;Interpersonales
Promocionar y publicitar los bienes y servicios del establecimiento;Específicas
Promover el programa educativo y representar al servicio o institución en la comunidad en general;Específicas
Promover instalaciones para conferencias, convenciones y ferias comerciales entre clientes potenciales;Sistémicas
Promover la formación y el desarrollo internos y externos, y evaluar estas actividades de promoción;Específicas
Promover y vender bienes y servicios;Específicas
Proporcionar a los clientes potenciales información sobre las características y funciones de los productos y equipos en venta, y demostrar su uso o cualidades;Específicas
Proporcionar a los huéspedes información turística local y organizar visitas y transportes;Instrumentales
Proporcionar apoyo administrativo, de planificación estratégica y operativa, investigación y asesoramiento a la alta dirección en asuntos como la gestión de las instalaciones de los edificios y los servicios administrativos;Específicas
Proporcionar apoyo técnico para las artes y el entretenimiento;Específicas
Proporcionar asesoramiento financiero a particulares y organizaciones;Instrumentales
Proporcionar asesoramiento y asistencia a los clientes sobre sus necesidades financieras y de seguros y sobre asuntos tales como cambios en la legislación que puedan afectar a los clientes;Sistémicas
Proporcionar asistencia de ingeniería medioambiental en el análisis de redes, el análisis normativo y la planificación o revisión del desarrollo de bases de datos;Instrumentales
Proporcionar asistencia técnica relacionada con la investigación y el desarrollo de equipos de telecomunicaciones, o probar prototipos;Instrumentales
Proporcionar conocimientos especializados en el apoyo y la resolución de problemas y emergencias de red;Interpersonales
Proporcionar dirección y gestión generales a las organizaciones;Instrumentales
Proporcionar dirección y gestión generales para el servicio, instalación, organización o centro;Sistémicas
Proporcionar dirección y gestión generales para un servicio, instalación, organización o centro;Sistémicas
Proporcionar información sobre atracciones locales y regionales, recorridos turísticos, restaurantes, artes y entretenimiento, y proporcionar mapas y folletos;Instrumentales
Proporcionar información sobre diseños, materiales y tiempos estimados de construcción;Instrumentales
Proporcionar información y apoyo para la preparación de informes financieros y presupuestos;Instrumentales
Proporcionar información y asesoramiento a los prescriptores y a los clientes sobre interacciones, incompatibilidades y contraindicaciones de los medicamentos, efectos secundarios, dosis y almacenamiento adecuado de los medicamentos;Instrumentales
Proporcionar liderazgo y gestión generales a la empresa u organización;Interpersonales
Proporcionar liderazgo y orientación al personal docente, académico y administrativo, así como a los alumnos;Específicas
Proporcionar orientación espiritual;Interpersonales
Proporcionar supervisión técnica de la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones;Instrumentales
Proveer supervisión técnica de la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones para asegurar un desempeño satisfactorio y cumplimiento con especificaciones y regulaciones;Básicas
Pruebas y manejo de equipos médicos de diagnóstico por imagen y administración de radioterapia;Instrumentales
Pruebas y manejo de equipos radiográficos, de ultrasonidos y otros equipos médicos de diagnóstico por imagen;Instrumentales
Realización de análisis clínicos de muestras de fluidos y tejidos corporales;Específicas
Realización de programas de recogida y análisis de muestras y datos para identificar y cuantificar sustancias tóxicas para el medio ambiente;Instrumentales
Realización de pruebas clínicas en muestras de fluidos y tejidos corporales;Específicas
Realizar análisis e investigaciones y desarrollar conceptos, teorías y métodos operativos;Sistémicas
Realizar análisis lógicos de problemas de gestión, especialmente en términos de eficacia input-output, y formular modelos matemáticos de cada problema generalmente para su programación y solución por ordenador;Sistémicas
Realizar auditorías, preparar estados financieros y controlar los sistemas de tesorería de las organizaciones;Específicas
Realizar búsquedas de referencia manuales, en línea y en medios interactivos, efectuar préstamos interbibliotecarios y desempeñar otras funciones para ayudar a los usuarios a acceder al material de la biblioteca;Específicas
Realizar copias de seguridad de datos y operaciones de recuperación de desastres;Instrumentales
Realizar el establecimiento operativo y el mantenimiento preventivo de copias de seguridad, procedimientos de recuperación y aplicar controles de seguridad e integridad;Básicas
Realizar el presupuesto del establecimiento;Específicas
Realizar estudios de laboratorio de los pasos en la fabricación de nuevos productos y probar el proceso propuesto en una operación a pequeña escala, como una planta piloto;Específicas
Realizar evaluaciones de amenazas y riesgos y desarrollar respuestas;Sistémicas
Realizar evaluaciones de riesgo y ejecutar pruebas del sistema de procesamiento de datos para garantizar el funcionamiento de las actividades de procesamiento de datos y las medidas de seguridad;Sistémicas
Realizar experimentos de dispersión de niebla, siembra de nubes, aumento de la lluvia y otros tipos de programas de modificación del tiempo;Instrumentales
Realizar experimentos, pruebas y análisis para investigar la composición química y los cambios energéticos y químicos en diversas sustancias, materiales y productos naturales o sintéticos;Instrumentales
Realizar experimentos, pruebas y análisis sobre la estructura y las propiedades de la materia en campos como la mecánica, la termodinámica, la electrónica, las comunicaciones, la generación y distribución de energía, la aerodinámica, la óptica y los láseres, la teledetección, la medicina, la sónica, el magnetismo y la física nuclear;Específicas
Realizar funciones técnicas para garantizar la seguridad y la eficacia del movimiento y las operaciones de buques, aeronaves y otros equipos;Específicas
Realizar investigaciones;Sistémicas
Realizar investigaciones financieras;Sistémicas
Realizar investigaciones para desarrollar y mejorar productos farmacéuticos, cosméticos y productos químicos relacionados;Sistémicas
Realizar investigaciones y analizar o modificar los servicios bibliotecarios y de información en función de la evolución de las necesidades de los usuarios;Específicas
Realizar investigaciones y asesorar y dirigir el mantenimiento y la reparación de productos y sistemas eléctricos, electrónicos y de telecomunicaciones;Sistémicas
Realizar investigaciones y desarrollar teorías y métodos nuevos o mejorados relacionados con la ingeniería civil;Sistémicas
Realizar investigaciones y mejorar o desarrollar conceptos, instrumentos, teorías y métodos operativos relacionados con la química;Sistémicas
Realizar investigaciones y mejorar o desarrollar conceptos, teorías y métodos operativos relacionados con la composición, estructura y dinámica de la atmósfera y preparar artículos científicos e informes sobre el resultado de estas investigaciones;Sistémicas
Realizar investigaciones y mejorar o desarrollar conceptos, teorías y métodos operativos relacionados con la geología y la geofísica;Sistémicas
Realizar investigaciones y mejorar o desarrollar conceptos, teorías, instrumentación, programas informáticos y métodos operativos relacionados con la física y la astronomía;Sistémicas
Realizar investigaciones y prestar asesoramiento sobre la selección, aplicación e implementación de herramientas de gestión de bases de datos;Sistémicas
Realizar investigaciones, desarrollar métodos de extracción de metales de sus menas y asesorar sobre su aplicación;Sistémicas
Realizar investigaciones, evaluar e informar sobre el impacto medioambiental de la construcción existente y propuesta, la ingeniería civil y otras actividades;Interpersonales
Realizar operaciones de copia de seguridad y recuperación del servidor we;Instrumentales
Realizar operaciones de manejo de dinero;Interpersonales
Realizar operaciones de manejo de dinero en bancos, oficinas de correos y establecimientos de apuestas y juegos de azar, o encargarse de los arreglos de viaje;Específicas
Realizar operaciones de puesta en marcha y cierre, así como operaciones de copia de seguridad y recuperación de desastres para redes informática;Específicas
Realizar pruebas a lo largo de las etapas de producción para determinar el grado de control sobre las variables, incluidas la temperatura, la densidad, la gravedad específica y la presión;Específicas
Realizar pruebas de funcionamiento de programas y aplicaciones de software para confirmar que producirán la información deseada;Instrumentales
Realizar tareas administrativas relacionadas con las transacciones financieras de un establecimiento de seguros, banco o establecimiento similar;Sistémicas
Realizar tareas técnicas relacionadas con el establecimiento, mantenimiento y utilización de registros y marcos de muestreo para las operaciones de censos y encuestas;Específicas
Realizar tareas técnicas relacionadas con las operaciones de recopilación de datos y control de calidad en censos y encuestas;Instrumentales
Realizar y encargar estudios de opinión pública, analizar los resultados y planificar campañas de relaciones públicas y promoción;Específicas
Realizar y revisar estudios de trabajo analizando los métodos y procedimientos existentes y propuestos, como los procedimientos administrativos y de oficina;Específicas
Recibir recetas de medicamentos de médicos y otros profesionales sanitarios, comprobar los historiales médicos de los pacientes y garantizar la dosis y los métodos de administración adecuados y la compatibilidad de los medicamentos antes de dispensarlos;Instrumentales
Recibir y registrar facturas, formularios, registros y otros documentos para la captura de datos;Instrumentales
Recoger y probar muestras;Específicas
Recomendar cambios para mejorar los sistemas y las configuraciones de red, y determinar los requisitos de hardware o software relacionados con dichos cambios;Sistémicas
Recomendar inversiones y el momento oportuno para invertir a empresas, personal de empresas de inversión o al público inversor;Interpersonales
Recomendar y organizar la cobertura de seguros para los clientes;Interpersonales
Recopilar listas de empresas clientes potenciales utilizando directorios y otras fuentes;Interpersonales
Recopilar pruebas para formular una defensa o iniciar acciones legales, por medios tales como entrevistar a clientes y testigos para determinar los hechos de un caso;Instrumentales
Recopilar y analizar datos relativos a las pautas y preferencias de los consumidores;Instrumentales
Recopilar y analizar datos sobre factores económicos, jurídicos, políticos, culturales, demográficos, sociológicos, físicos y medioambientales que afectan al uso del suelo;Específicas
Recopilar y escribir la documentación del desarrollo del programa;Instrumentales
Recopilar, analizar e interpretar información sobre la viabilidad financiera, las estructuras de costes y la eficacia comercial de las organizaciones;Sistémicas
Recopilar, investigar y buscar material de referencia para comprender diversos temas y sistemas;Instrumentales
Recuperar material y proporcionar información a empresas y otros usuarios basándose en la propia colección o en sistemas bibliotecarios y de redes de información;Instrumentales
Recuperar, confirmar y actualizar datos almacenados y mantener registros de la entrada de datos;Instrumentales
Recuperar, separar y clasificar la salida del programa según sea necesario, y enviar datos a usuarios específicos;Específicas
Redactar contratos de arrendamiento y venta y estimar costes;Instrumentales
Redactar correspondencia administrativa y actas;Sistémicas
Redactar documentos jurídicos y contratos;Instrumentales
Redactar documentos legales como contratos, transacciones inmobiliarias y testamentos y preparar declaraciones de opiniones legales;Instrumentales
Redactar especificaciones y documentos contractuales para uso de los constructores y convocar licitaciones en nombre de los clientes;Instrumentales
Redactar especificaciones y documentos contractuales para uso de los constructores y llamar a licitaciones en nombre de los clientes;Interpersonales
Redactar legislación y preparar reglamentos gubernamentales basados en leyes existentes;Específicas
Redactar leyes y reglamentos;Específicas
Redactar textos publicitarios y guiones para los medios de comunicación, y organizar la producción televisiva y cinematográfica y la colocación en los medios;Sistémicas
Redactar y responder cartas comerciales o técnicas y otra correspondencia similar;Instrumentales
Reensamblar, probar, operar y ajustar el equipo;Específicas
Registrar los materiales de producción recibidos, almacenados o emitidos;Específicas
Registrar observaciones y analizar datos;Sistémicas
Registrar y analizar los organigramas, registros, informes, manuales y descripciones de puestos de trabajo de las organizaciones;Básicas
Registrar y eliminar materiales radiactivos y almacenar radiofármacos, siguiendo los procedimientos de seguridad radiológica;Interpersonales
Registrar y transmitir órdenes de compra y venta de valores, acciones, bonos u otros instrumentos financieros y de divisas para entrega futura o inmediata;Sistémicas
Registrar y transmitir órdenes de compra y venta de valores, acciones, bonos u otros instrumentos financieros y de divisas para su entrega futura o inmediata;Instrumentales
Registrar, preparar, seleccionar, clasificar y archivar información;Específicas
Registro de huéspedes de alojamiento;Básicas
Registro de mercancías producidas, almacenadas, ordenadas y despachadas;Específicas
Registro y computación de datos numéricos;Sistémicas
Remitir a los clientes a otros profesionales de la salud o profesionales asociados o consultar con ellos en caso necesario;Específicas
Representación de la empresa u organización en convenciones, exposiciones comerciales y otros foros;Básicas
Representación de la organización en negociaciones con otros organismos y en convenciones, seminarios, audiencias públicas y foros;Básicas
Representar a la empresa u organización ante organismos externos;Básicas
Representar a la empresa u organización en convenciones de ventas y marketing, exposiciones comerciales y otros foros;Específicas
Representar a la empresa u organización en convenciones, seminarios y conferencias;Básicas
Representar a la empresa u organización en convenciones, seminarios y conferencias relacionados con las tic;Instrumentales
Representar a la empresa u organización en las relaciones con el exterior;Básicas
Representar a la empresa u organización en negociaciones con otros organismos y en convenciones, seminarios, audiencias públicas y foros;Básicas
Representar a la empresa u organización en negociaciones y en convenciones, seminarios, audiencias públicas y foros;Específicas
Representar a la organización en actos oficiales, en negociaciones, en convenciones, seminarios, audiencias públicas y foros;Básicas
Representar a la organización en negociaciones y en convenciones, seminarios, audiencias públicas y foros;Básicas
Representar a la organización en ocasiones oficiales y reuniones del consejo, en negociaciones, en convenciones, seminarios, audiencias públicas y foros;Básicas
Representar a organizaciones y concertar entrevistas con medios publicitarios;Instrumentales
Representar y negociar en nombre del gobierno, empresa o unidad organizativa gestionada en reuniones y otros foros;Interpersonales
Reproducción de la palabra hablada, sonidos ambientales y letras de canciones como subtítulos para programas de cine y televisión;Específicas
Reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming;Básicas
Resolución de problemas de diseño y funcionamiento en los diversos campos de la ingeniería mediante la aplicación de la tecnología de la ingeniería;Instrumentales
Resolución de problemas y adopción de medidas correctivas en caso necesario;Instrumentales
Resolver problemas relacionados con el trabajo y preparar y presentar informes de progreso y de otro tipo;Sistémicas
Responder a consultas sobre los servicios prestados y los costes de alquiler de salas y equipos, catering y servicios relacionados;Específicas
Responder a las consultas de los usuarios sobre el funcionamiento del software o del hardware para resolver problemas;Sistémicas
Responder a las consultas de los usuarios sobre el funcionamiento del software o hardware para resolver problemas;Sistémicas
Responder a los mensajes de error del programa encontrando y corrigiendo problemas, escalando el problema a otro personal o terminando el programa;Sistémicas
Reunirse con los clientes para hablar de sus necesidades y esbozar opciones de paquetes para satisfacerlas  organizar y coordinar servicios tales como instalaciones para conferencias, catering, señalización, exposiciones, equipos audiovisuales e informáticos, alojamiento, transporte y actos sociales para los participantes, y disposiciones logísticas para los ponentes;Interpersonales
Revisar e interpretar los códigos gubernamentales, y desarrollar procedimientos para cumplir con los códigos e.g.,  supervisar el progreso de los niños y consultar con los padres o tutores;Interpersonales
Revisar las hojas de tiempo, tablas de trabajo, cálculo de salarios y otra información para detectar y conciliar discrepancias en la nómina;Específicas
Revisar las operaciones y resultados de la empresa u organización e informar a los consejos de administración y órganos de gobierno;Específicas
Revisar las operaciones y resultados de la empresa u organización, e informar a los consejos de administración y órganos rectores;Específicas
Revisar los materiales financieros de una organización;Instrumentales
Revisar los procedimientos operativos y asesorar sobre las desviaciones de los procedimientos y normas;Sistémicas
Revisar operaciones y programas para garantizar la coherencia con las políticas de la organización;Interpersonales
Revisar y corregir documentos y correspondencia para garantizar el cumplimiento de los procedimientos legales;Específicas
Revisar y evaluar informes de impacto ambiental;Sistémicas
Revisar y evaluar las radiografías reveladas, las cintas de vídeo o la información generada por ordenador para determinar si las imágenes son satisfactorias a efectos de diagnóstico, y registrar los resultados de los procedimientos;Sistémicas
Revisar, reparar o ampliar los programas existentes para aumentar la eficiencia operativa o adaptarse a nuevos requisitos;Instrumentales
Revisión de las políticas y la legislación existentes para identificar anomalías y disposiciones obsoletas;Instrumentales
Revisión y corrección de textos;Instrumentales
Saludar y recibir clientes y visitantes;Interpersonales
Saludar y recibir visitantes;Interpersonales
Seguimiento de los avances de los programas de mejora medioambiental;Sistémicas
Seguimiento y control de los gastos;Sistémicas
Seguir la evolución económica, industrial y empresarial mediante el análisis de la información obtenida de publicaciones y servicios financieros, empresas de banca de inversión, organismos gubernamentales, publicaciones comerciales, fuentes empresariales y entrevistas personales;Específicas
Seleccionar las mercancías o productos que mejor se adapten a las necesidades del establecimiento;Básicas
Seleccionar o aprobar la selección de personal;Interpersonales
Seleccionar o aprobar la selección de personal directivo;Específicas
Seleccionar o aprobar la selección del personal superior;Específicas
Seleccionar y presentar música, vídeos y otro material de entretenimiento para su emisión y realizar anuncios comerciales y de servicio público;Instrumentales
Seleccionar y recomendar adquisiciones de libros y otro material impreso o grabado audiovisual y digitalmente;Instrumentales
Seleccionar, establecer los horarios de trabajo del personal, formar y supervisar al personal de sala y de cocina;Específicas
Seleccionar, valorar y revisar el material presentado por publicistas, fotógrafos, ilustradores y otros para crear publicidad favorable;Instrumentales
Servir de enlace con otros miembros del personal sobre una serie de asuntos relacionados con el funcionamiento de la organización;Sistémicas
Servir de enlace y proporcionar orientación a los clientes y usuarios;Interpersonales
Sistemas de calefacción, ventilación y refrigeración, aparatos de gobierno, bombas y otros equipos mecánicos;Específicas
Sistemas de monitoreo de fallas de equipos o errores en el desempeño;Sistémicas
Sistemas de monitoreo de fallas en el equipo o errores en el desempeño;Sistémicas
Solicitar pedidos y vender bienes a establecimientos minoristas, industriales, mayoristas y de otro tipo;Específicas
Sopesar y considerar las pruebas en los juicios sin jurado y decidir la culpabilidad o inocencia legal o el grado de responsabilidad del acusado o demandado;Específicas
Suministro de información sobre los productos, servicios o políticas de una organización;Específicas
Suministro de información solicitada por los clientes y concertación de citas;Instrumentales
Suministro de información y asesoramiento técnico, y seguimiento del rendimiento de redes y equipos de telecomunicaciones complejos;Instrumentales
Supervisar el desarrollo y la aplicación de los sistemas de información de gestión;Instrumentales
Supervisar el desempeño diario de los sistemas;Sistémicas
Supervisar el envío de vehículos de carretera, trenes, buques o aviones;Sistémicas
Supervisar el estado y las reacciones de los pacientes e informar a un facultativo de los signos anómalos  medir y registrar las dosis de radiación o los radiofármacos recibidos y utilizados para los pacientes, siguiendo la prescripción de un facultativo médico;Instrumentales
Supervisar el flujo de efectivo y los instrumentos financieros, y la preparación de informes financieros y reglamentarios;Sistémicas
Supervisar el funcionamiento diario de los sistemas informáticos y de comunicaciones;Instrumentales
Supervisar el mantenimiento de las instalaciones educativas;Interpersonales
Supervisar el registro de las transacciones de compra, almacenamiento y distribución;Instrumentales
Supervisar el rendimiento de las inversiones, y revisar y modificar los planes de inversión en función de las necesidades modificadas y los cambios en los mercados;Específicas
Supervisar el trabajo de asistentes matemáticos, actuariales y estadísticos y de empleados estadísticos;Específicas
Supervisar el trabajo de los contratistas e informar sobre las variaciones de las órdenes de trabajo;Interpersonales
Supervisar el trabajo de los empleados de contabilidad y teneduría de libros;Instrumentales
Supervisar el trabajo de los empleados estadísticos;Interpersonales
Supervisar el trabajo de los trabajadores de apoyo de oficina;Interpersonales
Supervisar el trabajo de los trabajadores de apoyo de oficina y otro personal de oficina;Interpersonales
Supervisar el tráfico y la actividad, la capacidad y el uso de la red para garantizar la integridad continua y el rendimiento óptimo de la red;Sistémicas
Supervisar el uso de los archivos de datos y regular el acceso para salvaguardar la información de los archivos informáticos;Instrumentales
Supervisar el uso de los servicios de diagnóstico, las camas de hospitalización, las instalaciones y el personal para garantizar el uso eficaz de los recursos y evaluar la necesidad de personal, equipos y servicios adicionales;Sistémicas
Supervisar la actividad del mercado agrícola y forestal y planificar la producción para satisfacer los requisitos contractuales y la demanda del mercado;Sistémicas
Supervisar la actividad del mercado de la acuicultura y la pesca y planificar la producción y las actividades pesqueras para satisfacer los requisitos contractuales y la demanda del mercado;Sistémicas
Supervisar la actividad del mercado y planificar la producción para satisfacer los requisitos de los contratos y la demanda del mercado;Sistémicas
Supervisar la adquisición e instalación de nuevas instalaciones y equipos;Instrumentales
Supervisar la adquisición e instalación de nuevas plantas y equipos;Instrumentales
Supervisar la colocación de decorados, elementos de utilería y equipos de iluminación y sonido;Sistémicas
Supervisar la distribución de mercancías a los puntos de venta y mantener niveles adecuados de existencias;Específicas
Supervisar la elaboración de presupuestos para la fabricación de productos especializados y establecer contratos con clientes y proveedores;Específicas
Supervisar la seguridad de los sistemas de tic;Instrumentales
Supervisar la seguridad, la salud y los programas y actividades relacionados;Sistémicas
Supervisar la selección, formación y rendimiento de los trabajadores y contratistas agrícolas y forestales;Específicas
